WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Freq,LogFreq,Modality,AnyPositive,AllEqual
cite__v,-0.006420327,0.012536919,-0.050082901,0,-0.047496535,cite,v,48,1.681241237,Auditory,yes,no
askance__a,0.074872852,0.047635999,0,0,0,askance,a,4,0.602059991,Visual,yes,no
high-cut__a,0,0,0.133815538,0,0,high-cut,a,NA,NA,Gustatory,yes,no
gifted__a,-0.034848953,-0.045766442,-0.022962812,0,0.025214075,gifted,a,229,2.359835482,Haptic,yes,no
chum__n,0.004054207,0,0.14763281,0,0,chum,n,156,2.193124598,Gustatory,yes,no
eavesdropper__n,0,0.034080406,0,0,0.043115259,eavesdropper,n,4,0.602059991,Haptic,yes,no
skiing__n,-0.036122315,-0.031524939,-0.001748187,0,-0.056528395,skiing,n,212,2.326335861,Olfactory,no,no
liquidate__v,-0.047818609,0,0.048978056,0,0.04749817,liquidate,v,39,1.591064607,Gustatory,yes,no
cardboard__a,-0.005076613,0.004415892,0.079850193,0,-0.033330436,cardboard,a,138,2.139879086,Gustatory,yes,no
sewage__n,-0.023447283,-0.010490978,0,0,0.039624792,sewage,n,60,1.77815125,Haptic,yes,no
cardboard__n,0.078932319,-0.025200483,-0.053725014,0,-0.015902413,cardboard,n,138,2.139879086,Visual,yes,no
biography__n,-0.054542939,0.018396879,-0.069279552,-0.022761284,-0.03551688,biography,n,75,1.875061263,Auditory,yes,no
outbreak__n,-0.010003939,-0.041513628,-0.125187561,0,0.002030533,outbreak,n,99,1.995635195,Haptic,no,no
racket__n,0,0.085524202,0,0,-0.022205432,racket,n,379,2.57863921,Auditory,yes,no
singularly__r,0.020091697,0,0.091967017,0,0,singularly,r,17,1.230448921,Gustatory,yes,no
late-game__a,0.040580646,0,0,0,0.039124571,late-game,a,NA,NA,Visual,yes,no
sixth__a,-0.048478729,-0.053090377,0.04925128,0,0.024955109,sixth,a,551,2.741151599,Gustatory,yes,no
assembly__n,-0.026313396,-0.027697303,-0.065764229,0,-0.01285603,assembly,n,245,2.389166084,Olfactory,no,no
sixth__r,-0.007659687,-0.044461563,0,0,-0.009087092,sixth,r,551,2.741151599,Gustatory,no,no
unfair__a,0.000475631,0.01260826,-0.035397748,0,-0.042642627,unfair,a,502,2.700703717,Auditory,yes,no
imperial__a,0.045030416,-0.00412283,0,0,-0.042511583,imperial,a,126,2.100370545,Visual,yes,no
great-grandchildren__n,0,-0.020433173,0,0,0.008276672,great-grandchildren,n,NA,NA,Haptic,no,no
banish__v,-0.002392216,-0.01267658,0.003457748,0,0,banish,v,69,1.838849091,Gustatory,no,no
pancreatic__n,0,-0.000723183,0,0,0.035865088,pancreatic,n,19,1.278753601,Haptic,yes,no
thanks__n,0.005172114,-0.035822226,-0.006434955,0,-0.021745526,thanks,n,31789,4.502276866,Visual,no,no
fritter__n,-0.005076613,0,0.149853408,0,0,fritter,n,15,1.176091259,Gustatory,yes,no
scioscia__r,0,0,0.131572337,0,0.045162357,scioscia,r,NA,NA,Gustatory,yes,no
door__n,0.005214988,-0.009906079,-0.044907782,0,0.024761238,door,n,14895,4.173040508,Haptic,yes,no
fish-scaring__a,0,0.060099852,0.106271986,0,0,fish-scaring,a,NA,NA,Gustatory,yes,no
quandary__n,-0.029224884,0.019620471,-0.022650382,0,0.004466479,quandary,n,21,1.322219295,Auditory,yes,no
archives__n,-0.029224884,0.008327105,0,0,-0.011182553,archives,n,129,2.11058971,Auditory,no,no
airbag__n,0,0.016079282,0.06094434,0,0,airbag,n,20,1.301029996,Gustatory,yes,no
likable__a,0.01345784,0.031196204,0,0,0.036030672,likable,a,43,1.633468456,Haptic,yes,no
glow-in-the-dark__a,0.04236469,0,0,0,0.012829855,glow-in-the-dark,a,NA,NA,Visual,yes,no
wife__n,-0.017807025,0.016792819,-0.042002161,-0.037766183,0.025283229,wife,n,17795,4.250297992,Haptic,yes,no
relate__v,-0.021599374,0.023903897,-0.036614027,-0.042476694,-0.048767573,relate,v,242,2.383815366,Auditory,yes,no
guidebook__n,0.014906821,0.045255357,0,0,-0.006504018,guidebook,n,35,1.544068044,Auditory,yes,no
layoff__n,-0.007272147,-0.003392798,0.051236964,0,-0.000685528,layoff,n,11,1.041392685,Gustatory,yes,no
mouth__v,0,0,0,0,0.098646471,mouth,v,5325,3.726319612,Haptic,yes,no
diversification__n,0.025712785,-0.020433173,0,0,0,diversification,n,7,0.84509804,Visual,yes,no
mouth__n,0.009422246,-0.009593324,0.056302009,0.07820828,0.0142058,mouth,n,5325,3.726319612,Olfactory,yes,no
super__a,0.01244945,0.013885269,0.01497258,0,0.003696183,super,a,1336,3.125806458,Gustatory,yes,no
maintain__v,-0.023982502,-0.022814452,-0.035557232,-0.082444034,-0.002092933,maintain,v,661,2.820201459,Haptic,no,no
low-profile__a,0,-0.041948238,0,0,0.127335351,low-profile,a,NA,NA,Haptic,yes,no
tranquil__a,0.043935482,0,-0.000863526,0.140550952,0,tranquil,a,42,1.62324929,Olfactory,yes,no
nettlesome__a,0,0.022286029,0.104897806,0,0.031142986,nettlesome,a,NA,NA,Gustatory,yes,no
bitterly__r,-0.076666187,0.014906475,-0.042968882,0,0.018548991,bitterly,r,39,1.591064607,Haptic,yes,no
super__r,0,0.009807334,0.02533455,0,0.039124571,super,r,1336,3.125806458,Haptic,yes,no
high-skill__a,0.067533,0,0,0,0.066105594,high-skill,a,NA,NA,Visual,yes,no
milestone__a,0.004688885,-0.005317779,0.037476294,0,0.003300023,milestone,a,36,1.556302501,Gustatory,yes,no
proficient__a,0,0.068044724,0,0,-0.012442341,proficient,a,29,1.462397998,Auditory,yes,no
mythical__a,-0.012550576,-0.022834939,0,0,0.005826665,mythical,a,45,1.653212514,Haptic,no,no
overused__a,0.060321775,0,0,0,0,overused,a,9,0.954242509,Visual,yes,no
house__v,-0.049025208,-0.09117253,-0.012038804,0,-0.1036826,house,v,26214,4.418533295,Olfactory,no,no
disaster__n,0.003827711,-0.004300256,-0.071916383,-0.002011733,-0.001820495,disaster,n,881,2.944975908,Visual,no,no
threatened__a,0.054450446,-0.008862048,-0.038581937,0,0.021552074,threatened,a,845,2.926856709,Visual,yes,no
mandatory__a,-0.026448406,0.021939061,-0.066748568,0,0.002718438,mandatory,a,126,2.100370545,Auditory,yes,no
accuse__v,-0.020613698,-0.040981313,-0.035750695,-0.066714128,-0.006369509,accuse,v,290,2.462397998,Haptic,no,no
site__n,-0.026471056,-0.007413442,-0.071582682,-0.068758311,-0.041387145,site,n,980,2.991226076,Auditory,no,no
leptin__n,0.011512034,-0.004476168,-0.000191422,0,-0.025214037,leptin,n,NA,NA,Visual,yes,no
leptin__a,0,0.07116539,0,0,0,leptin,a,NA,NA,Auditory,yes,no
roll__n,-0.068559969,0.070649199,0.157594847,0,-0.047417344,roll,n,3227,3.508798965,Gustatory,yes,no
greedy__a,-0.037403416,0.000525255,0.056804401,0,0.000220399,greedy,a,338,2.5289167,Gustatory,yes,no
stray__v,0.054761327,-0.032679044,-0.010187727,0,-0.005110437,stray,v,272,2.434568904,Visual,yes,no
roll__v,-0.067419304,0.122344368,-0.002606238,-0.092233769,-0.028881236,roll,v,3227,3.508798965,Auditory,yes,no
nicer__a,-0.031941573,-0.041948238,0.04928095,0,0,nicer,a,382,2.582063363,Gustatory,yes,no
accreditation__n,0.007629958,0.023367544,0,0,0.018870259,accreditation,n,9,0.954242509,Auditory,yes,no
device__n,-0.003177519,-0.03619294,-0.057331036,0.000831521,-0.005073504,device,n,926,2.966610987,Olfactory,no,no
misogynistic__a,0,0,0.09849688,0,0,misogynistic,a,10,1,Gustatory,yes,no
asbestos__n,0.039748744,-0.061151966,0,0,0.01078647,asbestos,n,66,1.819543936,Visual,yes,no
clobber__v,-0.06387885,-0.013700969,0.031874123,0.13721159,0.029804433,clobber,v,30,1.477121255,Olfactory,yes,no
foremost__a,0.023116481,-0.061743769,0.008275807,0,-0.053125967,foremost,a,86,1.934498451,Visual,yes,no
sheaf__n,0,0.02168426,0,0,0.05889437,sheaf,n,2,0.301029996,Haptic,yes,no
foremost__r,-0.012550576,0.025831861,0.021146729,0,-0.040602587,foremost,r,86,1.934498451,Auditory,yes,no
reassignment__n,0,0.07514872,0,0,0.018160317,reassignment,n,20,1.301029996,Auditory,yes,no
bacterium__n,-0.040008903,-0.070003587,0.013457077,0.038757217,0.014834257,bacterium,n,9,0.954242509,Olfactory,yes,no
impotence__n,0,0.035459098,0,0,0,impotence,n,33,1.51851394,Auditory,yes,no
baptists__n,-0.01689359,0.039089827,0,0,-0.00281406,baptists,n,23,1.361727836,Auditory,yes,no
fiscal__a,0.010175319,-0.027106483,-0.061749543,0,-0.034459845,fiscal,a,39,1.591064607,Visual,yes,no
ten__n,-0.050282566,-0.01441052,-0.062661136,0,-0.029002399,ten,n,7395,3.868938178,Olfactory,no,no
ten__a,-0.005489374,-0.03456634,0,0,-0.048427239,ten,a,7395,3.868938178,Gustatory,no,no
blanched__a,0.080128811,0,0.115046945,0,0.012829855,blanched,a,5,0.698970004,Gustatory,yes,no
whip__n,-0.045497925,-0.007194151,0.149843232,0,-0.043467479,whip,n,671,2.82672252,Gustatory,yes,no
wasteful__a,0.031836513,0.007837094,0.037000608,0,-0.018542562,wasteful,a,30,1.477121255,Gustatory,yes,no
whip__v,-0.04128723,-0.059806509,0.021451613,-0.029554404,0.116721905,whip,v,671,2.82672252,Haptic,yes,no
briny__a,-0.034454899,-0.01794405,0.109460969,0.225595966,-0.035843761,briny,a,30,1.477121255,Olfactory,yes,no
needle__n,0.019535991,-0.008001198,0.012559555,0.07783696,-0.053813928,needle,n,608,2.783903579,Olfactory,yes,no
treasury__n,-0.01770663,-0.001657637,-0.083310018,0,-0.004465127,treasury,n,194,2.28780173,Olfactory,no,no
limit__v,-0.014024146,-0.007300422,-0.05056712,0,-0.048256605,limit,v,664,2.822168079,Olfactory,no,no
limit__n,-0.012725951,0.001918846,-0.028201382,0,0.010462267,limit,n,664,2.822168079,Haptic,yes,no
needle__v,0.016391156,0,0.050088461,0,0,needle,v,608,2.783903579,Gustatory,yes,no
countryman__n,0.041086426,-0.055776028,0,0,-0.020715548,countryman,n,12,1.079181246,Visual,yes,no
invincible__a,0.032000315,0,0.007945103,0,0.052873407,invincible,a,154,2.187520721,Haptic,yes,no
season__v,-0.031941573,0,0.161722132,0,0,season,v,1605,3.205475037,Gustatory,yes,no
disability__n,0.001774248,-0.037943172,0,0,-0.010878847,disability,n,101,2.004321374,Visual,no,no
adversity__n,-0.027282451,-0.005542131,-0.015576874,0.061949049,0.028134921,adversity,n,54,1.73239376,Olfactory,yes,no
bigoted__a,0,0.058398498,0,0,0,bigoted,a,10,1,Auditory,yes,no
season__n,-0.040020935,-0.029694826,0.050437948,-0.073728145,0.027536575,season,n,1605,3.205475037,Gustatory,yes,no
face-to-face__r,0,-0.039336326,0,0,-0.003819622,face-to-face,r,NA,NA,Visual,no,no
expedition__n,0.024328121,-0.037484158,-0.019866751,0,-0.099286259,expedition,n,289,2.460897843,Visual,yes,no
cyclist__n,-0.014469367,0,0.046577777,0,0.031768506,cyclist,n,5,0.698970004,Gustatory,yes,no
proclamation__n,0.023116481,0.012319915,0,0,-0.026848903,proclamation,n,55,1.740362689,Visual,yes,no
face-to-face__a,0.016315777,-0.07848011,0,0,0.014800498,face-to-face,a,NA,NA,Visual,yes,no
saliva__n,0.02815316,0,0.061850465,0,0.026725755,saliva,n,135,2.130333768,Gustatory,yes,no
diabolic__a,0,0,0.16548435,0,0,diabolic,a,4,0.602059991,Gustatory,yes,no
minimize__v,-0.041279741,-0.036530514,-0.025721456,0,-0.026878165,minimize,v,54,1.73239376,Olfactory,no,no
metropolitan__a,-0.001924876,-0.083060419,-0.082579559,0.030244217,0.009878221,metropolitan,a,76,1.880813592,Olfactory,yes,no
iq__n,0.00954111,0.049023804,0,0,0.008113705,iq,n,6,0.77815125,Auditory,yes,no
changed__a,0.000401777,0.010004318,0,0,0,changed,a,5148,3.711638538,Auditory,yes,no
panther__n,0.020495246,-0.009882586,0,0,0.035166492,panther,n,131,2.117271296,Haptic,yes,no
sleep-detecting__a,0,0.02168426,0.064478334,0,0.080162686,sleep-detecting,a,NA,NA,Haptic,yes,no
carbide__n,0,0.104007894,0,0,0,carbide,n,20,1.301029996,Auditory,yes,no
limp__a,0.058508386,-0.049220389,0.041656869,0,-0.013977982,limp,a,187,2.271841607,Visual,yes,no
limp__n,0.006357126,-0.030823234,0.06094434,0,0.054979314,limp,n,187,2.271841607,Gustatory,yes,no
motivational__a,-0.057213769,0.03661106,0.002647158,0,0.002575087,motivational,a,33,1.51851394,Auditory,yes,no
limp__v,-0.000859484,-0.050388112,0.023449555,0,-0.026181709,limp,v,187,2.271841607,Gustatory,yes,no
crash-landed__v,0.01954918,0.009542516,0.052336589,0,0.018160317,crash-landed,v,NA,NA,Gustatory,yes,no
understate__v,0.016436729,-0.036593022,-0.052586607,0.137517533,-0.061419285,understate,v,5,0.698970004,Olfactory,yes,no
grind__v,-0.014319213,-0.05739562,0.11547374,0.011977176,0.087977293,grind,v,190,2.278753601,Gustatory,yes,no
only__r,-0.009034916,-0.015860032,-0.017810713,-0.081157124,-0.005069375,only,r,55269,4.742481607,Haptic,no,no
ramification__n,0.011626612,-0.038389863,0,0,-0.074160265,ramification,n,NA,NA,Visual,yes,no
grind__n,0,0,0.052019264,0,0.045794219,grind,n,190,2.278753601,Gustatory,yes,no
only__a,-0.018024918,0.000717755,-0.007862632,-0.12288085,-0.007783941,only,a,55269,4.742481607,Auditory,no,no
alternately__r,-0.037403416,-0.020156161,0.103806317,0.187627691,-0.083226018,alternately,r,4,0.602059991,Olfactory,yes,no
decoration__n,0.027506694,-0.024369417,0.06074919,0,-0.001133144,decoration,n,94,1.973127854,Gustatory,yes,no
lp__n,0.048804027,0,0.061850465,0,0,lp,n,62,1.792391689,Gustatory,yes,no
reassert__v,-0.023776844,0,0,0,-0.025165707,reassert,v,2,0.301029996,Auditory,no,no
haul__n,-0.01689359,-0.046535239,0.069224797,0,-0.018349665,haul,n,361,2.557507202,Gustatory,yes,no
wood__n,0.031800163,-0.057047067,0.007257301,0.042078608,0.015088342,wood,n,1377,3.13893394,Olfactory,yes,no
privileged__a,0.017089591,-0.042622556,-0.044021304,0,-0.078197575,privileged,a,172,2.235528447,Visual,yes,no
binding__a,0.061988496,0.025988653,0,0,0,binding,a,111,2.045322979,Visual,yes,no
pronoun__n,0,0,0,0,0.061827549,pronoun,n,12,1.079181246,Haptic,yes,no
column__n,-0.008647882,-0.012616269,0.005356374,-0.021843754,-0.064052666,column,n,559,2.747411808,Gustatory,no,no
escrow__n,0.008325581,-0.002470985,0,0,-0.066834731,escrow,n,79,1.897627091,Visual,no,no
clumsy__a,0.027344294,0,0,0,0.025845798,clumsy,a,275,2.439332694,Visual,yes,no
hairy__a,0.061082989,0,0.086560173,0,0,hairy,a,322,2.507855872,Gustatory,yes,no
actor__n,0.010830953,0.016065449,-0.055902876,-0.013702802,-0.01967465,actor,n,1343,3.128076013,Auditory,yes,no
arguably__r,-0.045448732,-0.056656673,-0.045108907,0,-0.047004324,arguably,r,19,1.278753601,Olfactory,no,no
ecstasy__n,0.023466676,-0.006969664,0,0,0.001887293,ecstasy,n,162,2.209515015,Visual,yes,no
pickle__n,-0.051188877,0,0.15291138,0.123922906,-0.052616283,pickle,n,235,2.371067862,Gustatory,yes,no
inauguration__n,-0.051737105,-0.035705861,0,0,0,inauguration,n,11,1.041392685,Gustatory,no,no
whiteness__n,0.134513814,0,0,0,0,whiteness,n,6,0.77815125,Visual,yes,no
pickle__a,0,0,0.138263485,0,0,pickle,a,235,2.371067862,Gustatory,yes,no
personality__n,-0.01934071,-0.000166918,-0.000304721,0,-0.024211688,personality,n,811,2.909020854,Olfactory,no,no
debasement__n,0,0.124308788,0,0,0,debasement,n,8,0.903089987,Auditory,yes,no
carome__v,0,0,0.102387144,0,0.065513079,carome,v,NA,NA,Gustatory,yes,no
pickle__v,0.01954918,0,0.135405502,0,0,pickle,v,235,2.371067862,Gustatory,yes,no
goodwill__n,-0.014870911,-0.025155275,0,0,0,goodwill,n,167,2.222716471,Gustatory,no,no
paintbrush__n,0,-0.005317779,0,0,0.003300023,paintbrush,n,27,1.431363764,Haptic,no,no
overhead__r,0.004967452,0.0187579,0.036114464,0,-0.009211372,overhead,r,187,2.271841607,Gustatory,yes,no
simpatico__a,0.044571335,-0.013653047,0,0,-0.005035245,simpatico,a,20,1.301029996,Visual,yes,no
watchers__n,0.043047929,-0.015633296,-0.048110882,0,-0.036674207,watchers,n,50,1.698970004,Visual,yes,no
continuation__n,0.017089591,-0.086815377,0.018103999,0,-0.005432715,continuation,n,24,1.380211242,Gustatory,yes,no
overhead__a,0.011942661,0,0.046860795,0,0.035166353,overhead,a,187,2.271841607,Gustatory,yes,no
shorter__a,-0.03021664,0.021031649,-0.032423307,0,0.021761469,shorter,a,300,2.477121255,Haptic,yes,no
cowl__n,0,0,0,0,0.080162686,cowl,n,5,0.698970004,Haptic,yes,no
loaf__n,-0.023441296,-0.149664541,0.179874652,0,-0.070949804,loaf,n,228,2.357934847,Gustatory,yes,no
torte__n,0,0,0.141657451,0,0,torte,n,2,0.301029996,Gustatory,yes,no
willingness__n,0.014668457,-0.026414756,-0.100449491,-0.004377005,-0.019589048,willingness,n,68,1.832508913,Visual,yes,no
german__n,0,0,0,0,0.073393733,german,n,1624,3.210586025,Haptic,yes,no
german__a,-0.021721936,-0.014907148,-0.018259574,-0.033523783,-0.038976782,german,a,1624,3.210586025,Auditory,no,no
rambling__a,-0.00173857,-0.031678621,-0.0150312,0,0,rambling,a,69,1.838849091,Olfactory,no,no
cleat__n,0.020091697,0,0.074954775,0,0.039124571,cleat,n,22,1.342422681,Gustatory,yes,no
realist__n,-0.041471406,0.010162646,0,0,0.019340485,realist,n,45,1.653212514,Haptic,yes,no
align__v,0.020888349,0.023686487,-0.057870603,0,-0.027725325,align,v,34,1.531478917,Auditory,yes,no
boast__v,0.005211937,-0.0533594,0.000990817,0.040129871,-0.047792582,boast,v,54,1.73239376,Olfactory,yes,no
pot__n,0.015859959,-0.070819025,0.096284035,0.055924593,0.001311676,pot,n,1149,3.060320029,Gustatory,yes,no
partisanship__n,-0.066970214,-0.022094519,-0.032596085,0,0.008964257,partisanship,n,NA,NA,Haptic,no,no
elk__a,0.067533,0,0,0,0.037318569,elk,a,306,2.485721426,Visual,yes,no
grope__v,-0.026611111,0,0,0,0.096481461,grope,v,31,1.491361694,Haptic,yes,no
drizzly__a,0.063326045,0,0.018318043,0,0.061827549,drizzly,a,5,0.698970004,Visual,yes,no
cyber__n,0.020495246,-0.036617776,0,0,-0.027999974,cyber,n,NA,NA,Visual,yes,no
end__n,-0.004750446,-0.010475153,-0.004523471,-0.047557624,0.00267731,end,n,13559,4.132227661,Haptic,no,no
end__v,-0.045398693,-0.017301685,0.004735792,-0.06516182,-0.000873289,end,v,13559,4.132227661,Gustatory,no,no
infiltrate__v,-0.003934219,-0.027471094,0,0,0.053070968,infiltrate,v,85,1.929418926,Haptic,yes,no
colleague__n,-0.012196994,0.020160235,-0.060234305,-0.045958123,-0.019215096,colleague,n,346,2.539076099,Auditory,yes,no
commission__n,0.002577829,0.015760376,-0.03978341,0,-0.024264673,commission,n,703,2.846955325,Auditory,yes,no
bacterial__a,0,0,0.029141027,0,-0.005035245,bacterial,a,37,1.568201724,Gustatory,yes,no
swat__v,-0.090880889,-0.057375743,0,0,0.118829244,swat,v,196,2.292256071,Haptic,yes,no
peck__v,0,0,-0.00166749,0,0.107701403,peck,v,180,2.255272505,Haptic,yes,no
butterball__n,0,0,0.131572337,0.216934627,0,butterball,n,17,1.230448921,Olfactory,yes,no
awards__a,0.069397763,-0.01267658,0.031305089,0,-0.003819622,awards,a,247,2.392696953,Visual,yes,no
awards__n,-0.020218887,0,-0.032658459,0,-0.006191984,awards,n,247,2.392696953,Auditory,no,no
theirs__a,-0.036250876,-0.011991899,-0.029486659,0,-0.037678281,theirs,a,395,2.596597096,Olfactory,no,no
idiot__n,0.036260926,0.033029716,-0.038184511,0,0.014739985,idiot,n,3377,3.528531061,Visual,yes,no
cities__n,-0.068835561,-0.033256345,-0.035138256,0,-0.036579265,cities,n,448,2.651278014,Olfactory,no,no
leasing__n,-0.042622295,-0.03388391,0,0,-0.0440497,leasing,n,27,1.431363764,Gustatory,no,no
rubberize__v,0,-0.000723183,0.070989799,0,0.035865088,rubberize,v,NA,NA,Gustatory,yes,no
senatorial__a,0,0.030089717,0,0,0,senatorial,a,12,1.079181246,Auditory,yes,no
backing__n,-0.11513427,0.018833082,-0.080216136,0,0.019884498,backing,n,324,2.51054501,Haptic,yes,no
brit__n,-0.017718558,-0.000743253,0,0,0.080659713,brit,n,45,1.653212514,Haptic,yes,no
unregulated__a,-0.032131627,0.006065143,0,0,0,unregulated,a,6,0.77815125,Auditory,no,no
paleontological__a,0.061102728,0,0.152687034,0,0,paleontological,a,NA,NA,Gustatory,yes,no
digestible__a,0,0.042819052,0.119372171,0,0,digestible,a,4,0.602059991,Gustatory,yes,no
hopscotch__v,0,0.034080406,0,0,0.022576404,hopscotch,v,15,1.176091259,Auditory,yes,no
skillet__v,0,0,0.103263556,0,0.046415675,skillet,v,62,1.792391689,Gustatory,yes,no
sardonic__a,0.011942661,0,0.030551283,0,0,sardonic,a,5,0.698970004,Gustatory,yes,no
marster__n,0,0.081319827,0,0,0.023954859,marster,n,NA,NA,Auditory,yes,no
hellbent__a,0.04784308,0.009542516,0,0,0.046415675,hellbent,a,3,0.477121255,Visual,yes,no
stentorian__a,0.080128811,0.052810073,0,0,0,stentorian,a,NA,NA,Visual,yes,no
undeniable__a,0.028292087,0,0.026037618,0,0,undeniable,a,49,1.69019608,Visual,yes,no
stiffen__v,-0.034454899,0.001780937,0,0,0.026812967,stiffen,v,10,1,Haptic,yes,no
crushing__a,0,0.015337058,0,0,0.073508316,crushing,a,139,2.1430148,Haptic,yes,no
subdue__v,0.020663096,0.029604205,0.005405364,0,-0.007302539,subdue,v,41,1.612783857,Auditory,yes,no
jawbreaker__n,0.067533,0,0.071494841,0,0.037318569,jawbreaker,n,6,0.77815125,Gustatory,yes,no
detrimental__a,0.038677547,0.065611301,0,0,0,detrimental,a,19,1.278753601,Auditory,yes,no
ilk__n,0,-0.021060143,0,0,0,ilk,n,14,1.146128036,Visual,no,no
arrive__v,-0.025385843,-0.018699122,-0.022973444,-0.060193721,0.007785267,arrive,v,953,2.979092901,Haptic,no,no
biological__a,-0.041582365,-0.03451441,-0.009529484,0,-0.020287252,biological,a,300,2.477121255,Olfactory,no,no
basin__n,-0.002392216,0,0,0,0,basin,n,96,1.982271233,Auditory,no,no
have__v,-0.027134713,0.021077842,-0.012063398,-0.097621869,-0.020317644,have,v,314232,5.49725041,Auditory,yes,no
ageless__n,0,0.086707279,0,0,0.045162357,ageless,n,15,1.176091259,Auditory,yes,no
second-oldest__a,0,0.02168426,0.064478334,0,0,second-oldest,a,NA,NA,Gustatory,yes,no
hospitalization__n,-0.02182397,-0.00412283,0,0,-0.007822469,hospitalization,n,9,0.954242509,Gustatory,no,no
excite__v,-0.003365141,0.019187288,-0.007930812,0,-0.028627571,excite,v,109,2.037426498,Auditory,yes,no
nestle__v,-0.000859484,-0.050388112,-0.025104226,0,-0.060228936,nestle,v,20,1.301029996,Olfactory,no,no
skillet__n,0.053560046,-0.170056604,0.110864287,0.03837162,0.038446529,skillet,n,62,1.792391689,Gustatory,yes,no
zealot__n,0.083996603,0,0,0,0,zealot,n,10,1,Visual,yes,no
